algorithm,algorithm_type,operation,nist_level,family,iteration,wall_time_ns,perf_time_ns,payload_size,public_key_bytes,secret_key_bytes,ciphertext_bytes,signature_bytes,shared_secret_bytes,source_file
Classic-McEliece-348864,KEM,decapsulate,L1,Classic-McEliece,160,55388666,55388462,,,,,,,Classic_McEliece_348864_decapsulate.json
Classic-McEliece-348864,KEM,decapsulate,L1,Classic-McEliece,161,55409684,55409296,,,,,,,Classic_McEliece_348864_decapsulate.json
Classic-McEliece-348864,KEM,decapsulate,L1,Classic-McEliece,162,55433407,55433129,,,,,,,Classic_McEliece_348864_decapsulate.json
Classic-McEliece-348864,KEM,decapsulate,L1,Classic-McEliece,163,55421259,55420666,,,,,,,Classic_McEliece_348864_decapsulate.json
Classic-McEliece-348864,KEM,decapsulate,L1,Classic-McEliece,164,55403036,55402222,,,,,,,Classic_McEliece_348864_decapsulate.json
Classic-McEliece-348864,KEM,decapsulate,L1,Classic-McEliece,165,55449907,55448537,,,,,,,Classic_McEliece_348864_decapsulate.json
Classic-McEliece-348864,KEM,decapsulate,L1,Classic-McEliece,166,55441981,55441500,,,,,,,Classic_McEliece_348864_decapsulate.json
Classic-McEliece-348864,KEM,decapsulate,L1,Classic-McEliece,167,55435166,55434889,,,,,,,Classic_McEliece_348864_decapsulate.json
Classic-McEliece-348864,KEM,decapsulate,L1,Classic-McEliece,168,55401333,55401129,,,,,,,Classic_McEliece_348864_decapsulate.json
Classic-McEliece-348864,KEM,decapsulate,L1,Classic-McEliece,169,55449425,55449259,,,,,,,Classic_McEliece_348864_decapsulate.json
Classic-McEliece-348864,KEM,decapsulate,L1,Classic-McEliece,170,55490592,55488426,,,,,,,Classic_McEliece_348864_decapsulate.json
Classic-McEliece-348864,KEM,decapsulate,L1,Classic-McEliece,171,55698388,55696648,,,,,,,Classic_McEliece_348864_decapsulate.json
Classic-McEliece-348864,KEM,decapsulate,L1,Classic-McEliece,172,55500018,55499277,,,,,,,Classic_McEliece_348864_decapsulate.json
Classic-McEliece-348864,KEM,decapsulate,L1,Classic-McEliece,173,55488574,55487630,,,,,,,Classic_McEliece_348864_decapsulate.json
Classic-McEliece-348864,KEM,decapsulate,L1,Classic-McEliece,174,55382759,55382703,,,,,,,Classic_McEliece_348864_decapsulate.json
Classic-McEliece-348864,KEM,decapsulate,L1,Classic-McEliece,175,55409481,55409166,,,,,,,Classic_McEliece_348864_decapsulate.json
Classic-McEliece-348864,KEM,decapsulate,L1,Classic-McEliece,176,55480444,55479963,,,,,,,Classic_McEliece_348864_decapsulate.json
Classic-McEliece-348864,KEM,decapsulate,L1,Classic-McEliece,177,55421944,55421703,,,,,,,Classic_McEliece_348864_decapsulate.json
Classic-McEliece-348864,KEM,decapsulate,L1,Classic-McEliece,178,55390852,55390666,,,,,,,Classic_McEliece_348864_decapsulate.json
Classic-McEliece-348864,KEM,decapsulate,L1,Classic-McEliece,179,55781000,55779166,,,,,,,Classic_McEliece_348864_decapsulate.json
Classic-McEliece-348864,KEM,decapsulate,L1,Classic-McEliece,180,55528611,55527463,,,,,,,Classic_McEliece_348864_decapsulate.json
Classic-McEliece-348864,KEM,decapsulate,L1,Classic-McEliece,181,55453629,55452888,,,,,,,Classic_McEliece_348864_decapsulate.json
Classic-McEliece-348864,KEM,decapsulate,L1,Classic-McEliece,182,55397074,55396684,,,,,,,Classic_McEliece_348864_decapsulate.json
Classic-McEliece-348864,KEM,decapsulate,L1,Classic-McEliece,183,55449981,55449333,,,,,,,Classic_McEliece_348864_decapsulate.json
Classic-McEliece-348864,KEM,decapsulate,L1,Classic-McEliece,184,55464981,55464685,,,,,,,Classic_McEliece_348864_decapsulate.json
Classic-McEliece-348864,KEM,decapsulate,L1,Classic-McEliece,185,55475148,55473870,,,,,,,Classic_McEliece_348864_decapsulate.json
Classic-McEliece-348864,KEM,decapsulate,L1,Classic-McEliece,186,55443704,55443147,,,,,,,Classic_McEliece_348864_decapsulate.json
Classic-McEliece-348864,KEM,decapsulate,L1,Classic-McEliece,187,55442555,55442426,,,,,,,Classic_McEliece_348864_decapsulate.json
Classic-McEliece-348864,KEM,decapsulate,L1,Classic-McEliece,188,55405481,55405296,,,,,,,Classic_McEliece_348864_decapsulate.json
Classic-McEliece-348864,KEM,decapsulate,L1,Classic-McEliece,189,55430815,55430536,,,,,,,Classic_McEliece_348864_decapsulate.json
Classic-McEliece-348864,KEM,decapsulate,L1,Classic-McEliece,190,55482759,55480667,,,,,,,Classic_McEliece_348864_decapsulate.json
Classic-McEliece-348864,KEM,decapsulate,L1,Classic-McEliece,191,55509611,55509278,,,,,,,Classic_McEliece_348864_decapsulate.json
Classic-McEliece-348864,KEM,decapsulate,L1,Classic-McEliece,192,55493500,55491889,,,,,,,Classic_McEliece_348864_decapsulate.json
