algorithm,algorithm_type,operation,nist_level,family,iteration,wall_time_ns,perf_time_ns,payload_size,public_key_bytes,secret_key_bytes,ciphertext_bytes,signature_bytes,shared_secret_bytes,source_file
Falcon-1024,SIG,sign,L5,Falcon,17,1292612,1292446,,,,,1267,,Falcon_1024_sign.json
Falcon-1024,SIG,sign,L5,Falcon,18,1305371,1305168,,,,,1267,,Falcon_1024_sign.json
Falcon-1024,SIG,sign,L5,Falcon,19,1295112,1294890,,,,,1267,,Falcon_1024_sign.json
Falcon-1024,SIG,sign,L5,Falcon,20,1300038,1299872,,,,,1267,,Falcon_1024_sign.json
Falcon-1024,SIG,sign,L5,Falcon,21,1293945,1293761,,,,,1267,,Falcon_1024_sign.json
Falcon-1024,SIG,sign,L5,Falcon,22,1293520,1293316,,,,,1267,,Falcon_1024_sign.json
Falcon-1024,SIG,sign,L5,Falcon,23,1296667,1296520,,,,,1267,,Falcon_1024_sign.json
Falcon-1024,SIG,sign,L5,Falcon,24,1293130,1293001,,,,,1267,,Falcon_1024_sign.json
Falcon-1024,SIG,sign,L5,Falcon,25,1294761,1294556,,,,,1267,,Falcon_1024_sign.json
Falcon-1024,SIG,sign,L5,Falcon,26,1296852,1296667,,,,,1267,,Falcon_1024_sign.json
Falcon-1024,SIG,sign,L5,Falcon,27,1286816,1286686,,,,,1267,,Falcon_1024_sign.json
Falcon-1024,SIG,sign,L5,Falcon,28,1286223,1286131,,,,,1267,,Falcon_1024_sign.json
Falcon-1024,SIG,sign,L5,Falcon,29,1311167,1311093,,,,,1267,,Falcon_1024_sign.json
Falcon-1024,SIG,sign,L5,Falcon,30,1276260,1276094,,,,,1267,,Falcon_1024_sign.json
Falcon-1024,SIG,sign,L5,Falcon,31,1293075,1292890,,,,,1267,,Falcon_1024_sign.json
Falcon-1024,SIG,sign,L5,Falcon,32,1278816,1278704,,,,,1267,,Falcon_1024_sign.json
