Suite,KEM,SIG,AEAD,Level,Base Handshake ms,XGB Handshake ms,TST Handshake ms,Δ XGB %,Δ TST %,Base Total Crypto ms,XGB Total Crypto ms,TST Total Crypto ms,Δ XGB %,Δ TST %,Base Throughput Mbps,XGB Throughput Mbps,TST Throughput Mbps,Δ XGB %,Δ TST %,Base Pkt Loss %,XGB Pkt Loss %,TST Pkt Loss %,Δ XGB %,Δ TST %,Base Drone CPU Avg %,XGB Drone CPU Avg %,TST Drone CPU Avg %,Δ XGB %,Δ TST %,Base Drone CPU Peak %,XGB Drone CPU Peak %,TST Drone CPU Peak %,Δ XGB %,Δ TST %,Base Drone Temp °C,XGB Drone Temp °C,TST Drone Temp °C,Δ XGB %,Δ TST %,Base GCS CPU Avg %,XGB GCS CPU Avg %,TST GCS CPU Avg %,Δ XGB %,Δ TST %,Base GCS CPU Peak %,XGB GCS CPU Peak %,TST GCS CPU Peak %,Δ XGB %,Δ TST %,Base MAV Drone Msgs RX,XGB MAV Drone Msgs RX,TST MAV Drone Msgs RX,Δ XGB %,Δ TST %,Base MAV Drone StreamHz,XGB MAV Drone StreamHz,TST MAV Drone StreamHz,Δ XGB %,Δ TST %,Base Power Avg W,XGB Power Avg W,TST Power Avg W,Δ XGB %,Δ TST %,Base Energy Total J,XGB Energy Total J,TST Energy Total J,Δ XGB %,Δ TST %,Base Suite Active ms,XGB Suite Active ms,TST Suite Active ms,Δ XGB %,Δ TST %
cs-classicmceliece8192128-ascon128a-sphincs256s,Classic-McEliece-8192128,SPHINCS+-SHA2-256s-simple,Ascon-128a,L5,2161.493931,2103.131915,2534.042975,-2.70,+17.24,2032.2064540000001,1955.157557,2368.857414,-3.79,+16.57,0.02134615521968834,0.020753346000713286,0.020453732237743036,-2.78,-4.18,0,0,0,,,14.120689655172416,41.07407407407408,88.44285714285715,+190.88,+526.34,43.1,62.6,96.5,+45.24,+123.90,60.861,74.01,82.776,+21.60,+36.01,16.129629629629626,12.788461538461537,9.780769230769232,-20.71,-39.36,70.8,54.7,33.4,-22.74,-52.82,1267,1182,1237,-6.71,-2.37,85.41,85.44,84.9,+0.04,-0.60,0.0,0.0,0.0,,,0.0,0.0,0.0,,,9661.69307200471,8713.004640012514,8814.039310993394,-9.82,-8.77
cs-classicmceliece8192128-chacha20poly1305-falcon1024,Classic-McEliece-8192128,Falcon-1024,ChaCha20-Poly1305,L5,676.658074,907.523428,740.121681,+34.12,+9.38,567.475761,756.912749,600.3991410000001,+33.38,+5.80,0.02109320967042017,0.02177644290349926,0.02029347515743105,+3.24,-3.79,0,0,0,,,15.103333333333335,41.364285714285714,88.43703703703703,+173.88,+485.55,36.8,65.0,95.5,+76.63,+159.51,60.374,74.984,83.75,+24.20,+38.72,7.55,16.496296296296293,9.351999999999999,+118.49,+23.87,14.0,66.4,23.1,+374.29,+65.00,1315,1209,1187,-8.06,-9.73,85.76,84.35,84.54,-1.64,-1.42,0.0,0.0,0.0,,,0.0,0.0,0.0,,,11810.815133998403,10428.884138993453,10104.528594005387,-11.70,-14.45
cs-classicmceliece8192128-chacha20poly1305-mldsa87,Classic-McEliece-8192128,ML-DSA-87,ChaCha20-Poly1305,L5,507.496417,505.187588,2113.807204,-0.45,+316.52,367.912478,372.32276899999994,1970.748958,+1.20,+435.66,0.020504894459027513,0.020816877502164367,0.01977366941472775,+1.52,-3.57,0,0,0,,,14.671428571428567,40.839285714285715,88.95714285714284,+178.36,+506.33,37.6,63.6,96.5,+69.15,+156.65,61.835,73.523,83.263,+18.90,+34.65,18.476923076923075,12.75185185185185,9.469230769230771,-30.98,-48.75,67.2,46.9,25.6,-30.21,-61.90,1204,1226,1226,+1.83,+1.83,84.11,85.42,84.29,+1.56,+0.21,0.0,0.0,0.0,,,0.0,0.0,0.0,,,11008.883778995369,10826.984017010545,9186.76226399839,-1.65,-16.55
cs-classicmceliece8192128-chacha20poly1305-sphincs256s,Classic-McEliece-8192128,SPHINCS+-SHA2-256s-simple,ChaCha20-Poly1305,L5,2269.104064,2250.129025,1894.085204,-0.84,-16.53,2152.4598119999996,1971.540252,1732.114233,-8.41,-19.53,0.021432262317884386,0.02101769506520744,0.019259197071837573,-1.93,-10.14,0,0,0,,,15.05185185185185,40.482758620689665,87.89999999999999,+168.96,+483.98,35.9,65.8,95.5,+83.29,+166.02,60.374,74.497,83.75,+23.39,+38.72,17.50384615384616,10.003703703703705,10.061538461538463,-42.85,-42.52,55.8,24.3,44.6,-56.45,-20.07,1176,1250,1226,+6.29,+4.25,85.28,84.31,84.16,-1.14,-1.31,0.0,0.0,0.0,,,0.0,0.0,0.0,,,8694.555769994622,9716.384188010124,9381.076444988139,+11.75,+7.90
cs-hqc128-aesgcm-falcon512,HQC-128,Falcon-512,AES-256-GCM,L1,57.799102,55.876785,79.741406,-3.33,+37.96,54.302454000000004,53.093295,67.895332,-2.23,+25.03,0.021797676206307758,0.02161221706091231,0.02018844532967839,-0.85,-7.38,0,0,0,,,13.61034482758621,40.517241379310335,88.75357142857145,+197.69,+552.10,34.5,69.5,95.6,+101.45,+177.10,60.374,72.549,82.289,+20.17,+36.30,23.37407407407407,10.170370370370371,14.44230769230769,-56.49,-38.21,36.4,44.4,49.7,+21.98,+36.54,1269,1273,1226,+0.32,-3.39,85.66,85.66,84.5,+0.00,-1.35,0.0,0.0,0.0,,,0.0,0.0,0.0,,,11484.893968998222,11551.614501018776,11175.105180998798,+0.58,-2.70
cs-hqc128-aesgcm-mldsa44,HQC-128,ML-DSA-44,AES-256-GCM,L1,61.433139,59.92018,68.318,-2.46,+11.21,56.502297000000006,52.565371000000006,61.594488999999996,-6.97,+9.01,0.022543006523099453,0.02256866140747532,0.021431725548700827,+0.11,-4.93,0,0,0,,,14.635714285714286,39.95172413793104,88.94814814814812,+172.97,+507.75,36.5,64.7,94.1,+77.26,+157.81,59.4,72.549,82.776,+22.14,+39.35,10.92962962962963,10.89259259259259,12.664000000000001,-0.34,+15.87,54.0,44.8,54.2,-17.04,+0.37,1225,1249,1187,+1.96,-3.10,85.59,84.2,84.62,-1.62,-1.13,0.0,0.0,0.0,,,0.0,0.0,0.0,,,11011.840844992548,11138.63137300359,10713.463061023504,+1.15,-2.71
cs-hqc128-aesgcm-sphincs128s,HQC-128,SPHINCS+-SHA2-128s-simple,AES-256-GCM,L1,722.784888,698.03344,820.905852,-3.42,+13.58,718.0824680000001,692.651577,809.953447,-3.54,+12.79,0.021475789474063943,0.022714304889673805,0.020265428315228644,+5.77,-5.64,0,0,0,,,14.423333333333336,41.092592592592595,88.9148148148148,+184.90,+516.47,39.5,58.5,93.6,+48.10,+136.96,59.4,73.523,83.263,+23.78,+40.17,23.210714285714285,14.826923076923077,13.346153846153843,-36.12,-42.50,47.8,34.9,80.0,-26.99,+67.36,1315,1187,1183,-9.73,-10.04,85.64,85.79,84.4,+0.18,-1.45,0.0,0.0,0.0,,,0.0,0.0,0.0,,,11640.643074002583,10093.375126976753,10096.801154024433,-13.29,-13.26
cs-hqc128-ascon128a-falcon512,HQC-128,Falcon-512,Ascon-128a,L1,54.754964,63.283238,63.850759,+15.58,+16.61,51.80989,53.364185000000006,58.306191,+3.00,+12.54,0.022765885788695022,0.02161605142783426,0.020096764429543064,-5.05,-11.72,0,0,0,,,13.232142857142858,40.97037037037036,88.50714285714285,+209.63,+568.88,35.4,65.0,93.6,+83.62,+164.41,60.374,73.036,82.289,+20.97,+36.30,21.023076923076925,12.280769230769229,6.96923076923077,-41.58,-66.85,72.4,62.7,10.9,-13.40,-84.94,1209,1187,1228,-1.82,+1.57,84.54,85.81,84.4,+1.50,-0.17,0.0,0.0,0.0,,,0.0,0.0,0.0,,,10996.45330401836,10512.928355979966,11226.085711008636,-4.40,+2.09
cs-hqc128-ascon128a-mldsa44,HQC-128,ML-DSA-44,Ascon-128a,L1,60.812254,66.043058,70.251795,+8.60,+15.52,55.279224,57.655105,58.02552300000001,+4.30,+4.97,0.021561110403809255,0.021781973928536473,0.021204777732977995,+1.02,-1.65,0,0,0,,,14.862962962962964,39.65517241379311,89.27777777777776,+166.81,+500.67,37.9,60.6,95.6,+59.89,+152.24,58.913,72.549,82.289,+23.15,+39.68,14.69230769230769,9.86296296296296,9.657692307692306,-32.87,-34.27,51.4,22.3,52.3,-56.61,+1.75,1183,1248,1208,+5.49,+2.11,85.65,84.11,85.99,-1.80,+0.40,0.0,0.0,0.0,,,0.0,0.0,0.0,,,10484.0611529944,11518.882578006014,10723.99828300695,+9.87,+2.29
cs-hqc128-ascon128a-sphincs128s,HQC-128,SPHINCS+-SHA2-128s-simple,Ascon-128a,L1,679.838459,675.517254,881.259915,-0.64,+29.63,680.82104,664.233936,878.1467729999999,-2.44,+28.98,0.02237125140920719,0.02032700400672467,0.020295850902468927,-9.14,-9.28,0,0,0,,,14.675862068965515,40.282758620689656,88.45517241379308,+174.48,+502.73,40.3,59.2,97.6,+46.90,+142.18,60.861,72.549,83.263,+19.20,+36.81,8.399999999999999,11.11111111111111,19.62222222222222,+32.28,+133.60,15.6,43.9,78.6,+181.41,+403.85,1272,1271,1290,-0.08,+1.42,85.78,85.61,85.59,-0.20,-0.22,0.0,0.0,0.0,,,0.0,0.0,0.0,,,11307.3692379985,11303.977700008545,11115.966563025722,-0.03,-1.69
cs-hqc128-chacha20poly1305-falcon512,HQC-128,Falcon-512,ChaCha20-Poly1305,L1,54.786636,56.795472,62.021413,+3.67,+13.21,52.774476,54.580873000000004,63.520736,+3.42,+20.36,0.022587738925168736,0.022478450165715185,0.021240742734548436,-0.48,-5.96,0,0,0,,,15.689285714285717,40.35714285714287,89.12962962962962,+157.23,+468.09,33.8,65.0,93.7,+92.31,+177.22,59.887,72.549,82.289,+21.14,+37.41,18.353846153846156,7.080769230769233,10.632000000000003,-61.42,-42.07,56.5,13.7,51.8,-75.75,-8.32,1226,1223,1200,-0.24,-2.12,85.63,85.29,85.33,-0.40,-0.35,0.0,0.0,0.0,,,0.0,0.0,0.0,,,10990.033168985974,11035.992168996017,10739.737440017052,+0.42,-2.28
cs-hqc128-chacha20poly1305-mldsa44,HQC-128,ML-DSA-44,ChaCha20-Poly1305,L1,60.778482,63.300277,71.620451,+4.15,+17.84,54.075902000000006,59.489864000000004,63.44410599999999,+10.01,+17.32,0.021982000516014608,0.022646822780765536,0.020097922126346836,+3.02,-8.57,0,0,0,,,13.813793103448274,41.167857142857144,88.94285714285714,+198.02,+543.87,43.4,62.5,96.0,+44.01,+121.20,59.4,73.523,82.289,+23.78,+38.53,8.574074074074073,9.74074074074074,13.880769230769229,+13.61,+61.89,16.0,51.9,51.7,+224.38,+223.13,1251,1229,1225,-1.76,-2.08,84.44,85.69,84.21,+1.48,-0.27,0.0,0.0,0.0,,,0.0,0.0,0.0,,,11502.13784299558,11031.304586009355,11233.798130007926,-4.09,-2.33
cs-hqc128-chacha20poly1305-sphincs128s,HQC-128,SPHINCS+-SHA2-128s-simple,ChaCha20-Poly1305,L1,661.977267,703.804505,831.914421,+6.32,+25.67,659.098044,701.0221190000001,833.2576280000001,+6.36,+26.42,0.02194672710037837,0.020337474578337646,0.019766767581152627,-7.33,-9.93,0,0,0,,,14.36666666666667,40.220689655172414,88.62857142857145,+179.96,+516.90,36.2,60.6,95.5,+67.40,+163.81,60.374,72.549,82.776,+20.17,+37.11,9.323076923076924,12.385185185185186,10.23703703703704,+32.84,+9.80,14.6,50.0,43.3,+242.47,+196.58,1182,1248,1250,+5.58,+5.75,85.6,84.12,86.01,-1.73,+0.48,0.0,0.0,0.0,,,0.0,0.0,0.0,,,10299.850131006679,11114.851016987814,10408.985644986387,+7.91,+1.06
cs-hqc192-aesgcm-mldsa65,HQC-192,ML-DSA-65,AES-256-GCM,L3,155.75606,160.89368,193.596217,+3.30,+24.29,159.84991500000004,165.213368,200.25533099999998,+3.36,+25.28,0.021627615028111117,0.022567798605100647,0.020652604027507696,+4.35,-4.51,0,0,0,,,14.011111111111111,41.292857142857144,88.29999999999998,+194.72,+530.21,39.4,61.3,93.6,+55.58,+137.56,60.861,74.984,82.289,+23.21,+35.21,17.411538461538463,14.000000000000002,8.348,-19.59,-52.05,55.6,29.4,35.7,-47.12,-35.79,1186,1224,1160,+3.20,-2.19,85.9,85.38,85.7,-0.61,-0.23,0.0,0.0,0.0,,,0.0,0.0,0.0,,,10500.649271998554,10972.80263499124,9847.86227098084,+4.50,-6.22
cs-hqc192-aesgcm-sphincs192s,HQC-192,SPHINCS+-SHA2-192s-simple,AES-256-GCM,L3,1537.013837,1556.55594,1543.766429,+1.27,+0.44,1533.091129,1560.028163,1548.6329640000001,+1.76,+1.01,0.021849915206075314,0.022145505010084224,0.020458172604884174,+1.35,-6.37,0,0,0,,,14.934482758620693,40.334482758620695,88.74285714285713,+170.08,+494.21,37.4,61.7,94.7,+64.97,+153.21,61.348,72.062,82.776,+17.46,+34.93,13.54814814814815,12.555555555555555,8.207692307692309,-7.33,-39.42,67.3,48.6,13.9,-27.79,-79.35,1268,1266,1248,-0.16,-1.58,85.51,85.38,85.95,-0.15,+0.51,0.0,0.0,0.0,,,0.0,0.0,0.0,,,10301.550275005866,10318.301610008348,9995.418650010834,+0.16,-2.97
cs-hqc192-ascon128a-mldsa65,HQC-192,ML-DSA-65,Ascon-128a,L3,155.061508,154.064803,229.683216,-0.64,+48.12,157.38719600000002,156.84694100000004,230.01692400000002,-0.34,+46.15,0.02264695094996382,0.021543504908745976,0.020178380342315894,-4.87,-10.90,0,0,0,,,13.924999999999999,40.81724137931034,88.75357142857142,+193.12,+537.37,36.5,60.0,93.7,+64.38,+156.71,60.374,73.036,83.75,+20.97,+38.72,7.38846153846154,9.135714285714284,15.076923076923077,+23.65,+104.06,15.1,19.0,45.8,+25.83,+203.31,1209,1268,1226,+4.88,+1.41,84.49,85.46,84.33,+1.15,-0.19,0.0,0.0,0.0,,,0.0,0.0,0.0,,,11000.509541016072,11510.4761760158,11196.141423017252,+4.64,+1.78
cs-hqc192-ascon128a-sphincs192s,HQC-192,SPHINCS+-SHA2-192s-simple,Ascon-128a,L3,1650.771431,1646.085152,1596.25226,-0.28,-3.30,1652.154469,1649.450156,1604.9869210000002,-0.16,-2.85,0.020831456935745184,0.019668309403949695,0.02099258751475452,-5.58,+0.77,0,0,0,,,14.489285714285714,39.91034482758621,89.59642857142855,+175.45,+518.36,38.7,61.0,95.0,+57.62,+145.48,61.348,72.062,83.75,+17.46,+36.52,11.966666666666665,16.770370370370376,8.35,+40.14,-30.22,56.8,61.4,17.3,+8.10,-69.54,1225,1252,1230,+2.20,+0.41,85.57,84.36,84.45,-1.41,-1.31,0.0,0.0,0.0,,,0.0,0.0,0.0,,,9748.334004019853,10306.93568199058,9836.996027996065,+5.73,+0.91
cs-hqc192-chacha20poly1305-mldsa65,HQC-192,ML-DSA-65,ChaCha20-Poly1305,L3,154.527736,152.547115,176.080405,-1.28,+13.95,157.498003,155.313177,174.265808,-1.39,+10.65,0.021926895562327152,0.021438840658925852,0.021459989136102815,-2.23,-2.13,0,0,0,,,14.824137931034485,40.25555555555556,88.3758620689655,+171.55,+496.16,35.4,62.9,94.6,+77.68,+167.23,60.374,72.549,83.263,+20.17,+37.91,10.348148148148148,16.346153846153843,8.453571428571427,+57.96,-18.31,40.4,66.2,24.4,+63.86,-39.60,1269,1162,1282,-8.43,+1.02,85.6,84.2,85.13,-1.64,-0.55,0.0,0.0,0.0,,,0.0,0.0,0.0,,,11497.842879005475,10499.075186991831,11637.657335988479,-8.69,+1.22
cs-hqc192-chacha20poly1305-sphincs192s,HQC-192,SPHINCS+-SHA2-192s-simple,ChaCha20-Poly1305,L3,1425.392202,1504.930305,1652.427161,+5.58,+15.93,1421.551479,1504.824772,1642.276394,+5.86,+15.53,0.02143121805182175,0.02176908018706125,0.01961803357456079,+1.58,-8.46,0,0,0,,,14.555555555555557,41.0,88.82592592592593,+181.68,+510.25,35.7,59.5,100.0,+66.67,+180.11,60.374,74.497,83.75,+23.39,+38.72,14.953846153846154,14.369230769230768,11.819230769230769,-3.91,-20.96,41.5,33.2,47.5,-20.00,+14.46,1160,1182,1182,+1.90,+1.90,84.15,85.44,84.44,+1.53,+0.34,0.0,0.0,0.0,,,0.0,0.0,0.0,,,9491.574371000752,9320.375424984377,9209.485716972267,-1.80,-2.97
cs-hqc256-aesgcm-falcon1024,HQC-256,Falcon-1024,AES-256-GCM,L5,271.670393,273.620406,302.899452,+0.72,+11.50,283.708931,286.604236,334.456202,+1.02,+17.89,0.021805013725857966,0.021689387133038224,0.020572185282518276,-0.53,-5.65,0,0,0,,,14.710344827586209,40.52758620689655,88.91538461538462,+175.50,+504.44,37.3,60.6,95.6,+62.47,+156.30,61.348,74.497,83.263,+21.43,+35.72,10.78888888888889,13.659259259259262,7.768000000000001,+26.60,-28.00,50.4,64.8,15.3,+28.57,-69.64,1254,1252,1141,-0.16,-9.01,84.61,84.32,84.25,-0.34,-0.43,0.0,0.0,0.0,,,0.0,0.0,0.0,,,11456.814617995406,11518.2599889813,10025.575657986337,+0.54,-12.49
cs-hqc256-aesgcm-mldsa87,HQC-256,ML-DSA-87,AES-256-GCM,L5,276.063718,272.580351,314.279779,-1.26,+13.84,288.8896649999999,285.789077,350.89495000000005,-1.07,+21.46,0.02059351031217412,0.02249806531925603,0.020286749181273538,+9.25,-1.49,0,0,0,,,14.957142857142859,41.18928571428574,88.72307692307693,+175.38,+493.18,42.9,59.7,96.0,+39.16,+123.78,61.835,73.523,83.75,+18.90,+35.44,15.325925925925926,15.359259259259261,10.132,+0.22,-33.89,58.6,50.9,35.8,-13.14,-38.91,1225,1226,1164,+0.08,-4.98,85.63,85.44,85.91,-0.22,+0.33,0.0,0.0,0.0,,,0.0,0.0,0.0,,,11004.631875024643,11027.437092008768,10048.726790992077,+0.21,-8.69
cs-hqc256-aesgcm-sphincs256s,HQC-256,SPHINCS+-SHA2-256s-simple,AES-256-GCM,L5,1469.890367,1358.535345,1549.031697,-7.58,+5.38,1494.445056,1385.027909,1567.972375,-7.32,+4.92,0.020434980587276965,0.020467424816252876,0.01941675576775263,+0.16,-4.98,0,0,0,,,15.028571428571428,40.525,89.13703703703705,+169.65,+493.12,38.5,60.0,96.5,+55.84,+150.65,61.835,72.549,83.75,+17.33,+35.44,13.996153846153847,10.346153846153847,7.460000000000003,-26.08,-46.70,40.7,46.2,13.6,+13.51,-66.58,1207,1208,1183,+0.08,-1.99,84.39,84.38,84.37,-0.01,-0.02,0.0,0.0,0.0,,,0.0,0.0,0.0,,,10002.064798987703,10003.407943993807,9283.116199017968,+0.01,-7.19
cs-hqc256-ascon128a-falcon1024,HQC-256,Falcon-1024,Ascon-128a,L5,271.176916,282.726845,362.881679,+4.26,+33.82,284.66587400000003,292.750443,396.022693,+2.84,+39.12,0.02068832481082159,0.022156737824031898,0.02061936402085712,+7.10,-0.33,0,0,0,,,14.282142857142855,40.21481481481482,88.77499999999999,+181.57,+521.58,32.8,61.0,96.1,+85.98,+192.99,61.835,74.497,83.263,+20.48,+34.65,11.073076923076924,11.349999999999998,6.865384615384614,+2.50,-38.00,68.3,41.8,13.5,-38.80,-80.23,1209,1167,1245,-3.47,+2.98,84.54,84.42,85.92,-0.14,+1.63,0.0,0.0,0.0,,,0.0,0.0,0.0,,,10977.39918899606,10432.943777006585,10964.062701998046,-4.96,-0.12
cs-hqc256-ascon128a-mldsa87,HQC-256,ML-DSA-87,Ascon-128a,L5,270.00221,277.942784,311.172707,+2.94,+15.25,283.456191,290.4459800000001,324.64761699999997,+2.47,+14.53,0.02053479590798251,0.021520357790148815,0.02062597910026079,+4.80,+0.44,0,0,0,,,14.685714285714287,40.93793103448275,88.54285714285712,+178.76,+502.92,34.2,60.8,96.6,+77.78,+182.46,62.809,73.036,81.802,+16.28,+30.24,8.196153846153848,8.518518518518519,13.473076923076919,+3.93,+64.38,13.7,20.5,50.6,+49.64,+269.34,1225,1267,1246,+3.43,+1.71,85.62,85.33,85.72,-0.34,+0.12,0.0,0.0,0.0,,,0.0,0.0,0.0,,,11001.034585991874,11536.611167015508,11115.6905030075,+4.87,+1.04
cs-hqc256-ascon128a-sphincs256s,HQC-256,SPHINCS+-SHA2-256s-simple,Ascon-128a,L5,1399.920948,1481.428211,1632.635885,+5.82,+16.62,1419.404709,1496.7479839999999,1645.772465,+5.45,+15.95,0.020441085761750813,0.021984608710288785,0.01949666625035089,+7.55,-4.62,0,0,0,,,14.825000000000001,41.05555555555556,89.26296296296293,+176.93,+502.11,33.2,76.5,94.6,+130.42,+184.94,62.809,74.01,82.776,+17.83,+31.79,11.003846153846155,15.288461538461537,7.644,+38.94,-30.53,54.1,42.3,15.0,-21.81,-72.27,1207,1165,1194,-3.48,-1.08,84.38,84.32,85.27,-0.07,+1.05,0.0,0.0,0.0,,,0.0,0.0,0.0,,,9999.077464977745,9312.697018991457,9266.815038019558,-6.86,-7.32
cs-hqc256-chacha20poly1305-falcon1024,HQC-256,Falcon-1024,ChaCha20-Poly1305,L5,272.232278,277.829467,340.097901,+2.06,+24.93,286.566623,292.380555,367.65049899999997,+2.03,+28.29,0.020596912845146385,0.021569412050704492,0.021482584694685843,+4.72,+4.30,0,0,0,,,15.125,41.410344827586215,88.78275862068965,+173.79,+486.99,44.2,59.5,95.1,+34.62,+115.16,62.322,73.523,82.289,+17.97,+32.04,7.946153846153845,11.292592592592595,14.233333333333333,+42.11,+79.12,18.1,51.0,67.3,+181.77,+271.82,1225,1267,1274,+3.43,+4.00,85.6,85.36,84.54,-0.28,-1.24,0.0,0.0,0.0,,,0.0,0.0,0.0,,,10967.857256007846,11502.585208014352,11547.586266999133,+4.88,+5.29
cs-hqc256-chacha20poly1305-mldsa87,HQC-256,ML-DSA-87,ChaCha20-Poly1305,L5,271.088718,274.034575,309.545375,+1.09,+14.19,284.07712399999997,287.494956,339.20153899999997,+1.20,+19.40,0.02171794638932982,0.022061492494680177,0.02161968963842345,+1.58,-0.45,0,0,0,,,15.003448275862064,40.42413793103448,89.9241379310345,+169.43,+499.36,37.1,63.5,95.6,+71.16,+157.68,60.861,73.523,83.75,+20.80,+37.61,10.196296296296296,14.51111111111111,12.059259259259257,+42.32,+18.27,52.5,48.5,28.9,-7.62,-44.95,1252,1253,1290,+0.08,+3.04,84.5,84.5,85.47,+0.00,+1.15,0.0,0.0,0.0,,,0.0,0.0,0.0,,,11502.745034988038,11499.493973999051,11508.39832398924,-0.03,+0.05
cs-hqc256-chacha20poly1305-sphincs256s,HQC-256,SPHINCS+-SHA2-256s-simple,ChaCha20-Poly1305,L5,1296.7848,1416.754773,1710.274041,+9.25,+31.89,1303.066212,1426.6516550000001,1717.3762649999999,+9.48,+31.80,0.02116675903378443,0.020201871119570086,0.01940841683483457,-4.56,-8.31,0,0,0,,,14.913793103448274,40.653571428571425,88.69285714285716,+172.59,+494.70,37.0,62.6,97.0,+69.19,+162.16,62.322,74.01,83.263,+18.75,+33.60,14.996296296296293,11.792307692307693,10.096153846153847,-21.37,-32.68,55.6,63.4,37.2,+14.03,-33.09,1267,1224,1229,-3.39,-3.00,85.48,85.29,84.63,-0.22,-0.99,0.0,0.0,0.0,,,0.0,0.0,0.0,,,10664.646374993026,10034.714051987976,9324.202048010193,-5.91,-12.57
cs-mlkem1024-aesgcm-falcon1024,ML-KEM-1024,Falcon-1024,AES-256-GCM,L5,8.749149,13.894629,8.246158,+58.81,-5.75,1.816199,4.5405429999999996,2.2736520000000002,+150.00,+25.19,0.022852899322186048,0.022750236179031495,0.02157582497955873,-0.45,-5.59,0,0,0,,,14.389285714285714,40.16000000000001,89.15185185185184,+179.10,+519.57,38.8,62.0,95.1,+59.79,+145.10,62.809,74.01,83.75,+17.83,+33.34,13.549999999999999,8.414285714285715,13.700000000000001,-37.90,+1.11,46.1,12.6,52.0,-72.67,+12.80,1226,1311,1208,+6.93,-1.47,85.65,85.36,86.19,-0.34,+0.63,0.0,0.0,0.0,,,0.0,0.0,0.0,,,10894.022525986657,12050.863904994912,10686.034031998133,+10.62,-1.91
cs-mlkem1024-aesgcm-mldsa87,ML-KEM-1024,ML-DSA-87,AES-256-GCM,L5,16.779406,17.132745,18.263236,+2.11,+8.84,2.25278,2.507887,2.4936429999999996,+11.32,+10.69,0.0227902874224527,0.021877988498950753,0.020137829250741257,-4.00,-11.64,0,0,0,,,15.782142857142853,41.393103448275866,89.37142857142855,+162.28,+466.28,41.8,56.3,97.0,+34.69,+132.06,61.348,74.01,82.776,+20.64,+34.93,7.523076923076925,15.322222222222221,7.157692307692307,+103.67,-4.86,12.0,57.6,16.4,+380.00,+36.67,1208,1253,1246,+3.73,+3.15,84.45,84.43,85.55,-0.02,+1.30,0.0,0.0,0.0,,,0.0,0.0,0.0,,,10938.694865006255,11458.457435976015,11210.34433200839,+4.75,+2.48
cs-mlkem1024-aesgcm-sphincs256s,ML-KEM-1024,SPHINCS+-SHA2-256s-simple,AES-256-GCM,L5,1110.234815,1184.329558,1241.005879,+6.67,+11.78,1091.770363,1155.053254,1213.376221,+5.80,+11.14,0.02215434474789557,0.02092688735632742,0.021606433374594156,-5.54,-2.47,0,0,0,,,13.960714285714284,39.596296296296295,89.0758620689655,+183.63,+538.05,39.5,60.6,96.5,+53.42,+144.30,61.348,74.01,83.263,+20.64,+35.72,19.26666666666667,14.023076923076925,9.377777777777778,-27.22,-51.33,55.2,53.2,34.4,-3.62,-37.68,1206,1181,1284,-2.07,+6.47,84.28,85.4,85.4,+1.33,+1.33,0.0,0.0,0.0,,,0.0,0.0,0.0,,,10196.826065977803,9720.318006991874,10685.70624300628,-4.67,+4.79
cs-mlkem1024-ascon128a-falcon1024,ML-KEM-1024,Falcon-1024,Ascon-128a,L5,8.790556,11.10144,15.15819,+26.29,+72.44,1.72205,2.762817,3.318118,+60.44,+92.68,0.0215945277403159,0.021466492026393245,0.021230999938950914,-0.59,-1.68,0,0,0,,,13.386206896551725,39.370370370370374,88.47241379310344,+194.11,+560.92,33.0,64.5,95.7,+95.45,+190.00,60.861,74.01,82.289,+21.60,+35.21,17.63703703703704,11.234615384615385,11.625925925925925,-36.30,-34.08,66.6,36.2,35.1,-45.65,-47.30,1268,1181,1294,-6.86,+2.05,85.56,85.32,85.46,-0.28,-0.12,0.0,0.0,0.0,,,0.0,0.0,0.0,,,11512.916743988171,10517.6010930154,11795.58196599828,-8.65,+2.46
cs-mlkem1024-ascon128a-mldsa87,ML-KEM-1024,ML-DSA-87,Ascon-128a,L5,14.396216,15.511372,17.79333,+7.75,+23.60,3.414422,3.535083,4.555998000000001,+3.53,+33.43,0.022635091451310912,0.021493760041967062,0.021255950909578172,-5.04,-6.09,0,0,0,,,15.14642857142857,40.81724137931034,88.16666666666667,+169.48,+482.10,35.5,59.5,95.0,+67.61,+167.61,61.348,74.01,81.802,+20.64,+33.34,11.569230769230769,9.425925925925926,7.407692307692307,-18.53,-35.97,36.3,26.6,16.2,-26.72,-55.37,1208,1252,1185,+3.64,-1.90,84.44,84.4,84.71,-0.05,+0.32,0.0,0.0,0.0,,,0.0,0.0,0.0,,,10947.956650983542,11529.299643996637,10620.649293006863,+5.31,-2.99
